"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","서비스_업종_코드","서비스_업종_코드_명","점포_수","유사_업종_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수","프랜차이즈_점포_수"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300027","섬유제품","12","12","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300026","완구","9","9","11","1","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300025","자전거 및 기타운송장비","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300024","운동/경기용품","26","27","7","2","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300023","미용재료","11","11","9","1","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300022","화장품","96","102","1","1","0","0","6"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300021","문구","14","15","0","0","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300020","서적","10","10","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300019","의료기기","8","8","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300018","의약품","29","32","0","0","0","0","3"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300017","시계및귀금속","36","38","0","0","0","0","2"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300016","안경","10","10","10","1","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300015","가방","32","32","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300014","신발","55","56","0","0","2","1","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300013","유아의류","19","19","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300011","일반의류","380","383","1","3","1","2","3"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300010","반찬가게","39","41","2","1","0","0","2"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300009","청과상","7","7","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300008","수산물판매","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300007","육류판매","7","7","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300006","미곡판매","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300005","주류도매","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300004","핸드폰","6","6","0","0","17","1","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300003","컴퓨터및주변장치판매","29","29","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300002","편의점","19","53","2","1","2","1","34"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS300001","슈퍼마켓","45","46","4","2","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200046","의류임대","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200045","비디오/서적임대","0","1","0","0","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200044","여행사","21","21","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200043","건축물청소","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200042","통번역서비스","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200041","사진관","21","21","0","0","5","1","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200040","녹음실","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200039","DVD방","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200037","노래방","33","34","0","0","3","1","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200036","고시원","9","9","0","0","11","1","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200034","여관","63","63","2","1","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200033","부동산중개업","84","84","0","0","1","1","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200032","가전제품수리","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200031","세탁소","14","15","7","1","7","1","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200030","피부관리실","58","59","12","7","5","3","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200029","네일숍","6","9","0","0","0","0","3"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200028","미용실","29","36","6","2","0","0","7"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200025","자동차수리","10","10","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200024","스포츠클럽","7","7","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200023","통신기기수리","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200022","복권방","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200021","기타오락장","7","8","0","0","13","1","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200019","PC방","1","3","0","0","0","0","2"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200018","볼링장","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200017","골프연습장","5","6","0","0","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200016","당구장","13","17","6","1","6","1","4"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200015","세무사사무소","59","59","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200014","회계사사무소","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200013","기타법무서비스","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200012","법무사사무소","8","8","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200011","변리사사무소","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200010","변호사사무소","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200009","동물병원","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200008","한의원","7","7","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200007","치과의원","11","11","9","1","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200006","일반의원","24","24","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200005","스포츠 강습","34","34","6","2","6","2","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200004","컴퓨터학원","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200003","예술학원","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200002","외국어학원","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS200001","일반교습학원","10","11","0","0","0","0","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100010","커피-음료","55","96","1","1","0","0","41"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100009","호프-간이주점","44","51","0","0","2","1","7"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100008","분식전문점","76","88","3","3","5","4","12"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100007","치킨전문점","3","12","0","0","0","0","9"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100006","패스트푸드점","23","44","2","1","2","1","21"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100005","제과점","20","39","3","1","3","1","19"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100004","양식음식점","62","73","7","5","3","2","11"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100003","일식음식점","38","44","9","4","7","3","6"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100002","중식음식점","21","22","5","1","5","1","1"
"2022","2","U","관광특구","1001495","잠실 관광특구","CS100001","한식음식점","225","252","2","5","2","4","27"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300043","전자상거래업","170","170","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300041","예술품","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300040","재생용품 판매점","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300038","자동차부품","11","11","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300036","조명용품","586","587","0","0","1","4","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300035","인테리어","42","42","10","4","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300034","악기","9","9","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300033","철물점","24","24","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300032","가전제품","110","110","1","1","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300031","가구","2","2","0","0","50","1","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300029","애완동물","32","32","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300028","화초","14","14","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300027","섬유제품","309","309","0","1","1","2","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300026","완구","12","13","0","0","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300024","운동/경기용품","70","70","3","2","1","1","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300023","미용재료","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300022","화장품","42","48","8","4","0","0","6"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300021","문구","94","98","1","1","1","1","4"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300020","서적","50","50","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300019","의료기기","36","36","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300018","의약품","59","60","2","1","2","1","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300017","시계및귀금속","315","315","0","1","1","2","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300016","안경","20","25","0","0","4","1","5"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300015","가방","38","38","3","1","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300014","신발","542","543","0","2","1","6","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300013","유아의류","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300012","한복점","104","104","1","1","2","2","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300011","일반의류","517","517","1","4","1","5","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300010","반찬가게","39","39","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300009","청과상","10","10","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300008","수산물판매","12","12","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300007","육류판매","11","11","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300006","미곡판매","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300005","주류도매","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300004","핸드폰","27","27","4","1","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300003","컴퓨터및주변장치판매","32","32","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300002","편의점","10","43","7","3","5","2","33"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS300001","슈퍼마켓","175","175","4","7","2","3","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200047","가정용품임대","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200046","의류임대","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200045","비디오/서적임대","3","4","0","0","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200044","여행사","57","57","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200043","건축물청소","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200042","통번역서비스","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200041","사진관","13","13","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200039","DVD방","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200038","독서실","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200037","노래방","26","26","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200036","고시원","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200035","게스트하우스","10","11","0","0","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200034","여관","63","63","3","2","2","1","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200033","부동산중개업","67","67","0","0","5","3","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200032","가전제품수리","36","36","6","2","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200031","세탁소","4","5","0","0","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200030","피부관리실","21","22","5","1","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200029","네일숍","7","7","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200028","미용실","24","26","0","0","0","0","2"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200027","모터사이클수리","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200025","자동차수리","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200024","스포츠클럽","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200023","통신기기수리","8","8","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200022","복권방","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200021","기타오락장","5","5","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200020","전자게임장","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200019","PC방","3","5","0","0","0","0","2"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200018","볼링장","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200017","골프연습장","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200016","당구장","28","29","0","0","3","1","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200015","세무사사무소","30","30","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200014","회계사사무소","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200013","기타법무서비스","0","0","0","0","0","1","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200012","법무사사무소","14","14","7","1","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200011","변리사사무소","1","1","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200010","변호사사무소","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200008","한의원","18","18","6","1","6","1","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200007","치과의원","36","36","3","1","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200006","일반의원","32","32","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200005","스포츠 강습","8","10","10","1","10","1","2"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200004","컴퓨터학원","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200003","예술학원","12","13","8","1","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200002","외국어학원","32","32","0","0","0","0","0"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS200001","일반교습학원","12","13","0","0","0","0","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100010","커피-음료","102","152","4","6","1","1","50"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100009","호프-간이주점","66","83","1","1","1","1","17"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100008","분식전문점","126","138","2","3","1","1","12"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100007","치킨전문점","17","29","10","3","7","2","12"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100006","패스트푸드점","10","26","0","0","0","0","16"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100005","제과점","9","19","0","0","0","0","10"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100004","양식음식점","32","40","3","1","3","1","8"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100003","일식음식점","37","38","8","3","3","1","1"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100002","중식음식점","41","43","7","3","2","1","2"
"2022","2","U","관광특구","1001494","종로?청계 관광특구","CS100001","한식음식점","432","464","2","9","1","5","32"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300043","전자상거래업","71","71","0","0","1","1","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300041","예술품","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300040","재생용품 판매점","2","2","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300039","모터사이클및부품","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300038","자동차부품","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300037","중고차판매","3","3","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300036","조명용품","4","4","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300035","인테리어","20","20","5","1","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300033","철물점","6","6","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300032","가전제품","10","10","0","0","0","0","0"
"2022","2","U","관광특구","1001493","동대문패션타운 관광특구","CS300031","가구","34","34","0","0","0","0","0"
